archive_member_path,archive_class_name,class_id,class_label,split,duplicate_group_id,duplicate_group_size,duplicate_group_reason
Corn___healthy/24393.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_5661c32510666445,1,unique
Corn___healthy/24429.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_a8626c7eca112990,1,unique
Corn___healthy/24441.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_857d6c3264b7917f,1,unique
Corn___healthy/2448.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c3a94c97cdad8c6d,1,unique
Corn___healthy/24493.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_ed42eb4d18352f23,1,unique
Corn___healthy/24494.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_08ddd383fe9c48cd,1,unique
Corn___healthy/24525.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_7914f11419df20db,1,unique
Corn___healthy/24631.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_1c22e198a625279f,1,unique
Corn___healthy/24641.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_086a7bcb64f3aaee,1,unique
Corn___healthy/24655.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f7fa6fcd831972fb,1,unique
Corn___healthy/24662.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_de83d88ea7427b0f,1,unique
Corn___healthy/24679.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_3ba782d59f750449,1,unique
Corn___healthy/24717.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_167de4140977aa2d,1,unique
Corn___healthy/24730.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_d138131c5bc77c24,1,unique
Corn___healthy/24773.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_cc198f8b59a59caa,1,unique
Corn___healthy/24776.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_16599282cbc83a59,1,unique
Corn___healthy/24816.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c1bf550dd41b0afe,1,unique
Corn___healthy/24866.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_4910bc6a875ae279,1,unique
Corn___healthy/24909.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_9954cc80d8045d06,1,unique
Corn___healthy/25066.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_d2e2b87c09029673,1,unique
Corn___healthy/25152.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_68abedec1a45b6aa,1,unique
Corn___healthy/25228.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_7e70dc08cc8429de,1,unique
Corn___healthy/25269.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8a023a0b555d881e,1,unique
Corn___healthy/25390.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_5dfd009cb366a7b6,1,unique
Corn___healthy/25408.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_4c2508b367cdb1cd,1,unique
Corn___healthy/25434.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_3c8009bb7ba27cfe,1,unique
Corn___healthy/25722.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_b2eaa097e27c9044,1,unique
Corn___healthy/25855.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_438f8e03b27b4fa8,1,unique
Corn___healthy/25859.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_5a3a318ffd518f06,1,unique
Corn___healthy/25866.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8613ed89a50155d1,1,unique
Corn___healthy/25887.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_723f223329783dc3,1,unique
Corn___healthy/25897.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8f11d83b3d65e2dc,1,unique
Corn___healthy/25969.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_2d8b331e00a340d3,1,unique
Corn___healthy/25995.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_9ffbff8d708c7f34,1,unique
Corn___healthy/26096.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_6390de649ea40168,1,unique
Corn___healthy/26191.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e4919fbdd7b51c5c,1,unique
Corn___healthy/26199.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_27b6b1dc4eb4f87d,1,unique
Corn___healthy/26201.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_699cc63bb448587b,1,unique
Corn___healthy/26273.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_6a225234275ace1d,1,unique
Corn___healthy/26317.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8701b2dfe38bdfd3,1,unique
Corn___healthy/26413.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_80d000d63f77c64d,1,unique
Corn___healthy/26453.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_6fae7660755f1aab,1,unique
Corn___healthy/26466.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_ae0dbd384e53b757,1,unique
Corn___healthy/26475.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_3492169915b5db7a,1,unique
Corn___healthy/26525.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_b451542cfd05c147,1,unique
Corn___healthy/26530.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_54c60a1cd5c708ac,1,unique
Corn___healthy/26590.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_cbe29adac85861a4,1,unique
Corn___healthy/26643.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_c5b3b76907c58f6e,1,unique
Corn___healthy/26657.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_85a26c8db7e48aef,1,unique
Corn___healthy/26733.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_13d4d99bcd42c690,1,unique
Corn___healthy/2698.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_6919e10a9e78eeed,1,unique
Corn___healthy/27038.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8de039c8dbb6b1b0,1,unique
Corn___healthy/27101.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_401bd905687978c0,1,unique
Corn___healthy/2718.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f040fe13efafd52c,1,unique
Corn___healthy/27186.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_b82105a7d06efc46,1,unique
Corn___healthy/27291.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_0bc453c7a3cdebe1,1,unique
Corn___healthy/27322.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_3224a0f0243a72e9,1,unique
Corn___healthy/27399.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_a2b6e612b5d6be24,1,unique
Corn___healthy/27461.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_2f205d82c235800d,1,unique
Corn___healthy/27555.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_314aeac39e3c11c0,1,unique
Corn___healthy/2760.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_29e66a674ba739c8,1,unique
Corn___healthy/27790.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_b853d65566af2275,1,unique
Corn___healthy/27827.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_7e227d02a6a9002f,1,unique
Corn___healthy/27873.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_2dc485a6ac73a994,1,unique
Corn___healthy/27894.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_185b0297f3f2d7fb,1,unique
Corn___healthy/27983.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e096e6680cedbf82,1,unique
Corn___healthy/28016.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_5f6f8bf3367512e4,1,unique
Corn___healthy/28091.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_479f1086dc031502,1,unique
Corn___healthy/28214.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_080b45f9bfc52d01,1,unique
Corn___healthy/28232.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c7916032568380f0,1,unique
Corn___healthy/28262.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_b0b3b75aa09691a1,1,unique
Corn___healthy/28297.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e30c2f3a727fc47a,1,unique
Corn___healthy/28303.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_f6a1f4e0e5d6b798,1,unique
Corn___healthy/28334.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_78bd69f8fea3933a,1,unique
Corn___healthy/28339.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_ba8ceb125e4912ed,1,unique
Corn___healthy/28371.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_be45a42f8dc95b5b,1,unique
Corn___healthy/28546.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_d14134c100d2e8af,1,unique
Corn___healthy/28598.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c4212afee5368325,1,unique
Corn___healthy/28634.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_577cc4789e547fa6,1,unique
Corn___healthy/28733.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c72eb8a0a36f0aae,1,unique
Corn___healthy/28757.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f6de968a67ce50f7,1,unique
Corn___healthy/28810.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_02d997846e3d182e,1,unique
Corn___healthy/28840.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_a81422e37dfc7be5,1,unique
Corn___healthy/28913.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_80899102475c2206,1,unique
Corn___healthy/28931.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_be1b3c45424aee85,1,unique
Corn___healthy/2896.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_79a3dac37beaad20,1,unique
Corn___healthy/28977.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_34d760d0b8e2f54b,1,unique
Corn___healthy/29115.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_27daa9006a540279,1,unique
Corn___healthy/29136.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_9d456a49a771a6b9,1,unique
Corn___healthy/29255.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_3a2d4fc47cf895ff,1,unique
Corn___healthy/29259.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_96337ee7988447d5,1,unique
Corn___healthy/29261.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e73e722d1657d768,1,unique
Corn___healthy/29262.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_301cd2a0cc1bce9e,1,unique
Corn___healthy/29291.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_bd07fd5470e46bd1,1,unique
Corn___healthy/29305.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e156a2c1dfd4070d,1,unique
Corn___healthy/29324.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_d5db9a4baed141bf,1,unique
Corn___healthy/29327.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_4267f26c88cc66c1,1,unique
Corn___healthy/29337.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_b577e384134c693e,1,unique
Corn___healthy/29343.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_4659cac796018d73,1,unique
Corn___healthy/29440.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_fe993cbc673c230a,1,unique
Corn___healthy/29497.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_fa56b3a3dcc8b87f,1,unique
Corn___healthy/29558.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_d5fcb0ea33986f3f,1,unique
Corn___healthy/29580.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_fca3b5c7b2decd69,1,unique
Corn___healthy/29589.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_26a483fcd3fcd8c1,1,unique
Corn___healthy/29637.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_a9d585c4faf28ea0,1,unique
Corn___healthy/29681.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_bf74450f586ca6d6,1,unique
Corn___healthy/29855.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8e059ca52d7f73a2,1,unique
Corn___healthy/29957.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_b95e3327280769d6,1,unique
Corn___healthy/29978.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f3e1af335ee0c551,1,unique
Corn___healthy/30054.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_caab1f166b207fad,1,unique
Corn___healthy/30086.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_94056cf8b0055e81,1,unique
Corn___healthy/30112.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_dd635fd47f7c7362,1,unique
Corn___healthy/30225.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_62ef545c1c311531,1,unique
Corn___healthy/30297.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_25f6343b6c5395d8,1,unique
Corn___healthy/30324.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_7ff285d4bc279bb1,1,unique
Corn___healthy/30337.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_96012344327cdf22,1,unique
Corn___healthy/30339.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c4f937598cb97f37,1,unique
Corn___healthy/30393.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_801bc81ae33e79ff,1,unique
Corn___healthy/3052.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_6df2acb191f5adc0,1,unique
Corn___healthy/30522.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_93bc23d9a97d9a58,1,unique
Corn___healthy/30556.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_a0afd06d6c7a0433,1,unique
Corn___healthy/306.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_ac537f2b0719ef2c,1,unique
Corn___healthy/30617.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_059fc0fecc1f2319,1,unique
Corn___healthy/30673.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_a3fbb9b72888d0e3,1,unique
Corn___healthy/30684.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_c82f27917cd2e505,1,unique
Corn___healthy/30722.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_6aeaa4df89118313,1,unique
Corn___healthy/30725.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_205deb707f4ccd92,1,unique
Corn___healthy/30758.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_7b859688523ca28b,1,unique
Corn___healthy/30781.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e0ddab046bd15adf,1,unique
Corn___healthy/30791.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_386c71fa4d80e2ec,1,unique
Corn___healthy/30815.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_6f7c1a483b2bf320,1,unique
Corn___healthy/30866.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_0123c48f0f3e5883,1,unique
Corn___healthy/30890.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_31e63d20cf504611,1,unique
Corn___healthy/309.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_dbee465b25e3612d,1,unique
Corn___healthy/30910.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8ada01f1994fce02,1,unique
Corn___healthy/30937.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f365d280e4d8da25,1,unique
Corn___healthy/30969.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_28fb6adb27cfe8f1,1,unique
Corn___healthy/30971.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_6e3e67b7294161e1,1,unique
Corn___healthy/31036.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_5846cddf44cb5e34,1,unique
Corn___healthy/31057.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_24f4b2f87324c3b9,1,unique
Corn___healthy/3110.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_ba07863c19b02efe,1,unique
Corn___healthy/31126.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_b5dc73501d17c819,1,unique
Corn___healthy/31151.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_faab93107fa368de,1,unique
Corn___healthy/31224.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_77f3a5fe01fcaad5,1,unique
Corn___healthy/31294.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8f28241f69e4d576,1,unique
Corn___healthy/31307.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_0d4e387f9d220eef,1,unique
Corn___healthy/31342.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_1ae1121549cdab76,1,unique
Corn___healthy/31349.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_5fa4045c1211c1b7,1,unique
Corn___healthy/31382.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_0807b6fae67abc24,1,unique
Corn___healthy/31475.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_40c4afe09610bed6,1,unique
Corn___healthy/31485.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_1fa26c032fe8201a,1,unique
Corn___healthy/31548.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_3e277f213f8fd442,1,unique
Corn___healthy/31609.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_7350f8fdd2a031f1,1,unique
Corn___healthy/31610.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8423634413298847,1,unique
Corn___healthy/31638.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_9f9a82d79c0b8dc7,1,unique
Corn___healthy/31712.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_99633a35c3f5388c,1,unique
Corn___healthy/31774.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f1eab1665efe20d7,1,unique
Corn___healthy/3178.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8967af905a8275bc,1,unique
Corn___healthy/31843.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_3f55e3f7dd93768c,1,unique
Corn___healthy/31844.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_296f51cf47d26e69,1,unique
Corn___healthy/31872.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_484b39dd0778c637,1,unique
Corn___healthy/31878.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f91f98ba8cb7e559,1,unique
Corn___healthy/31884.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_d5f3e9988b4991ed,1,unique
Corn___healthy/31888.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_2f96b18ab97cffb0,1,unique
Corn___healthy/31894.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_361ffef0292ee2e2,1,unique
Corn___healthy/31919.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_16887d808a2f5fdb,1,unique
Corn___healthy/31969.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_7f354dd3ddf77ac5,1,unique
Corn___healthy/31981.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_ecee4e3b1081a230,1,unique
Corn___healthy/32006.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_ce555d9b7e6a2110,1,unique
Corn___healthy/32014.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_b5978107fe3f9a7a,1,unique
Corn___healthy/32047.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_94ef4680f748f227,1,unique
Corn___healthy/32084.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_462ab3f9f95de6bc,1,unique
Corn___healthy/32091.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_0ea225e623192ff1,1,unique
Corn___healthy/32108.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_b1290019d2460895,1,unique
Corn___healthy/3217.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_219d46cc0090b4a3,1,unique
Corn___healthy/32188.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_30bc4b99d9e28fc2,1,unique
Corn___healthy/32215.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_d05b192adbc610b7,1,unique
Corn___healthy/32225.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c8dba84eeb03a073,1,unique
Corn___healthy/32256.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_8800aa23194bc1b2,1,unique
Corn___healthy/3226.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_9670c1c191659542,1,unique
Corn___healthy/32322.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_15dcc56a2c6627e2,1,unique
Corn___healthy/32379.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_246cc4e6c3121ff7,1,unique
Corn___healthy/32413.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_3a58d5ea1328fb53,1,unique
Corn___healthy/32448.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_b2ad0ab13b43d676,1,unique
Corn___healthy/32488.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_d97156ece045698d,1,unique
Corn___healthy/32580.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_1ffb9b93372c46c3,1,unique
Corn___healthy/3260.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_6332581a8bb4b98d,1,unique
Corn___healthy/32600.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_565c38f47d6c1fd2,1,unique
Corn___healthy/32603.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_821b9eddccc25c42,1,unique
Corn___healthy/32628.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_673111d88fd0f0ca,1,unique
Corn___healthy/32658.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_408d752274c6c880,1,unique
Corn___healthy/32669.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_f862cc51a8bea9cb,1,unique
Corn___healthy/32719.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_78bea00d82c04e6b,1,unique
Corn___healthy/32730.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_32edba9579cc8d03,1,unique
Corn___healthy/32773.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_783c1d304dc0d07b,1,unique
Corn___healthy/32800.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_89b01e375c90ed8a,1,unique
Corn___healthy/32889.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_449f651a14c55a92,1,unique
Corn___healthy/32909.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_d51bd2682ad03e1e,1,unique
Corn___healthy/32927.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_dfbd497b5aca317f,1,unique
Corn___healthy/32970.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_184f8ee9f31980e8,1,unique
Corn___healthy/32977.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c577b330199466c7,1,unique
Corn___healthy/32978.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_39608fcdd13f992e,1,unique
Corn___healthy/33052.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_5c4a47e5269051c0,1,unique
Corn___healthy/33073.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_6286ea9a5a18ed35,1,unique
Corn___healthy/33089.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_53ebaeca2ef37ee8,1,unique
Corn___healthy/33133.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_de239bc49bb904d8,1,unique
Corn___healthy/3319.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_86dc0388408978ca,1,unique
Corn___healthy/33209.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_6b54230136e57bdc,1,unique
Corn___healthy/3324.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_631b92d5a519c2e0,1,unique
Corn___healthy/33252.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_9dc486a877008e08,1,unique
Corn___healthy/33288.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_4922b5d9f0ceecd8,1,unique
Corn___healthy/33332.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_62c3b6eff881d4b7,1,unique
Corn___healthy/33397.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_19e60cc657b7fef7,1,unique
Corn___healthy/33425.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_731930124f2a8db6,1,unique
Corn___healthy/33433.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_fb1303a5726c2690,1,unique
Corn___healthy/33531.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e5907f5cbefd651c,1,unique
Corn___healthy/33561.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_53af497fa019120a,1,unique
Corn___healthy/33594.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c8d75fca35947ec6,1,unique
Corn___healthy/3365.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_126c4300c4187923,1,unique
Corn___healthy/33689.jpg,Corn___healthy,10,Corn_(maize)___healthy,validation,g_fbf515b2af743ab6,1,unique
Corn___healthy/33790.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_8e12d101a3b37275,1,unique
Corn___healthy/33870.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_c4fb341e606245af,1,unique
Corn___healthy/33883.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_28a52677967cf4a5,1,unique
Corn___healthy/33983.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_76bacd1b4d1ae0b1,1,unique
Corn___healthy/34020.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_b0df1b0d06bb0f30,1,unique
Corn___healthy/34083.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_297539d79eabef7a,1,unique
Corn___healthy/34100.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_03a792b206497537,1,unique
Corn___healthy/34157.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_21373fface776f98,1,unique
Corn___healthy/34181.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_78c29fdc127487df,1,unique
Corn___healthy/34221.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_dc119c467d17f8c1,1,unique
Corn___healthy/34250.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_abfd01e9889b29b9,1,unique
Corn___healthy/34338.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_1037d7cfdcf48380,1,unique
Corn___healthy/34367.jpg,Corn___healthy,10,Corn_(maize)___healthy,test,g_22f85aae23bf68e2,1,unique
Corn___healthy/34368.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_64932578e81b7122,1,unique
Corn___healthy/34435.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_4e0e1c6d5f89e249,1,unique
Corn___healthy/34440.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_21c640537fe2cd15,1,unique
Corn___healthy/34504.jpg,Corn___healthy,10,Corn_(maize)___healthy,train,g_e19f0e85016703b8,1,unique
